id,year,era,era_year,exam,subject,topic,question_no,statement,choice1,choice2,choice3,choice4,choice5,answer,explanation,law_citations,difficulty,tags,source_page,updated_at
r03-067,2021,令和,3,single_select,不動産の鑑定評価に関する理論,開発法,27,次の式は、不動産鑑定評価基準運用上の留意事項に記載されている開発法の基本式である。SBP＝ － －（ 1＋r）n1（ 1＋r）n2M（ 1＋r）n3Ｐ：開発法による試算価格Ｓ： （略）Ｂ：建物の建築費又は土地の造成費Ｍ：付帯費用r ： （略）n1 ：価格時点から販売時点までの期間n2 ： （略）n3 ： （略）これに関する次の記述のうち、誤っているものはどれか。,マンションを想定する場合の開発法の適用に当たっては、法令に適合した建物の概略設計、配棟等に関する開発計画を想定し、これに応じた事業実施計画を策定し、上記基本式に適切に反映させることが必要である。,Ｓ は、販売総額である。,n2 は、建築着工時点から建築代金の支払い時点までの期間である。,n3 は、価格時点から付帯費用の支払い時点までの期間である。,r は、投下資本収益率である。,3,,,,,,2025-11-08T00:00:00Z
r03-068,2021,令和,3,single_select,不動産の鑑定評価に関する理論,借地権・底地,28,借地権及び底地の鑑定評価に係る次の記述のうち、正しいものはどれか。,借地権の存在は、必ずしも借地権の価格の存在を意味するものではなく、また、借地権取引の慣行について、借地権が単独で取引の対象となっている都市又は地域と、単独で取引の対象となることはないが、底地の取引に随伴して取引の対象となっている都市又は地域とがある。,定期借地権の鑑定評価に当たって、定期借地権は契約期間の満了に伴い同一条件で更新されることがあることに留意すべきである。,借地権及び底地の鑑定評価においては、預り金的性格を有する一時金についてはその運用益及び償却額を、前払地代に相当する一時金については各期の前払地代及び運用益を、それぞれ考慮するものとする。,借地権者に帰属する経済的利益には、土地を長期間占有し、独占的に使用収益し得る借地権者の安定的利益も含まれる。,借地権の取引慣行の成熟の程度の高い地域における借地権の鑑定評価額は、借地権及び借地権を含む複合不動産の取引事例に基づく比準価格を標準に、土地残余法による収益価格を比較考量して決定するものとする。,4,,,,,,2025-11-08T00:00:00Z
r03-069,2021,令和,3,combo_iroha,不動産の鑑定評価に関する理論,建物及びその敷地の鑑定評価,29,建物及びその敷地の鑑定評価に関する次のイからホまでの記述のうち、誤っているものをすべて掲げた組合せはどれか。\n</border>イ 貸家及びその敷地の鑑定評価額は、収益価格を標準に積算価格及び比準価格を比較考量して決定するが、建物が賃貸されている場合の借地権付建物も同様である。\n</border>ロ 貸家及びその敷地の鑑定評価に当たっては、契約に当たって授受された預り金的性格を有する一時金の額及びこれに関する契約内容を勘案する必要があるが、譲渡的性格を有する一時金については勘案する必要はない。\n</border>ハ 建物を取り壊すことが最有効使用と認められる自用の建物及びその敷地の鑑定評価額は、建物の解体による発生材料の価格から取壊し、除去、運搬等に必要な経費を控除した額を、当該敷地の最有効使用に基づく価格に加減して決定する。\n</border>ニ 区分所有者の管理費等の滞納の有無が、区分所有建物及びその敷地の価格形成に影響することがある。\n</border>ホ 自用の建物及びその敷地の鑑定評価額は、積算価格を標準に比準価格及び収益価格を比較考量して決定するが、建物が自用の場合の借地権付建物も同様である。,イとハ,イとニ,ロとニ,ロとホ,ハとホ,4,,,,,,2025-11-08T00:00:00Z
r03-070,2021,令和,3,single_select,不動産の鑑定評価に関する理論,区分所有建物及びその敷地の鑑定評価,30,区分所有建物及びその敷地の鑑定評価に関する次の記述のうち、正しいものはどれか。,区分所有建物及びその敷地で、専有部分を区分所有者が使用しているものについての鑑定評価額は、比準価格を標準として、積算価格及び収益価格を比較考量して決定するものとする。,区分所有建物及びその敷地で、専有部分が賃貸されているものについての鑑定評価額は、実際支払賃料に基づく純収益等の現在価値の総和を求めることにより得た収益価格及び比準価格を関連付け、積算価格を比較考量して決定するものとする。,区分所有建物及びその敷地の確認に当たっては、専有部分に係る建物の附属物の範囲、共用部分の範囲及び共有持分、一部の区分所有者のみに属する共用部分、管理費及び修繕積立金の額等について留意すべきである。,積算価格は、区分所有建物の対象となっている一棟の建物及びその敷地の積算価格を求め、当該積算価格に配分率を乗ずることにより求めるが、この場合の配分率は、共有部分の共有持分割合である。,区分所有建物が存する一棟の建物及びその敷地に係る固有の個別的要因としては、日照、眺望及び景観の良否、敷地に関する権利の態様及び持分等が挙げられる。,3,,,,,,2025-11-08T00:00:00Z
r03-071,2021,令和,3,combo_iroha,不動産の鑑定評価に関する理論,建物の鑑定評価,31,建物の鑑定評価に関する次のイからホまでの記述のうち、誤っているものをすべて掲げた組合せはどれか。\n</border>イ 建物及びその敷地が一体として市場性を有する場合における建物のみの鑑定評価は、建物と敷地が一体化している状態を前提として、その全体の鑑定評価額の内訳として建物について独立鑑定評価を行うものである。\n</border>ロ 建物及びその敷地が一体として市場性を有する場合における建物のみの鑑定評価額は、積算価格を標準とし、比準価格及び収益価格を比較考量して決定する。\n</border>ハ 建物及びその敷地が一体として市場性を有する場合における建物のみの鑑定評価額は、複合不動産価格をもとに建物に帰属する額を配分して求めた価格を標準として決定することもできる。\n</border>ニ 複合不動産価格をもとに建物に帰属する額を配分する方法は、主として、割合法と配分法の2 つがある。\n</border>ホ 建物及びその敷地が一体として市場性を有しない場合における建物のみの鑑定評価は、一般に特殊価格を求める場合に該当し、その鑑定評価額は、積算価格を標準として決定する。,イとハ,イとニ,ロとニ,ロとホ,ハとホ,2,,,,,,2025-11-08T00:00:00Z
r03-072,2021,令和,3,combo_iroha,不動産の鑑定評価に関する理論,継続賃料の鑑定評価,32,継続賃料の鑑定評価に関する次のイからホまでの記述のうち、誤っているものをすべて掲げた組合せはどれか。\n</border>イ 継続賃料固有の価格形成要因としては、「土地価格の推移」や「公租公課の推移」のほか、「賃貸人等又は賃借人等の近隣地域の発展に対する寄与度」も含まれる。\n</border>ロ 継続賃料の鑑定評価を行った場合の鑑定評価報告書には、かっこ書きで正常賃料である旨を付記して正常賃料の額を併記しなければならない。\n</border>ハ 継続賃料の鑑定評価に当たっては、直近合意時点から価格時点までの期間の価格形成要因の変動を中心に分析するが、手法の適用に当たって、契約後の経過期間についても勘案して評価する必要がある。\n</border>ニ 宅地の継続賃料の鑑定評価に当たって、更新料や名義書換料が支払われるときは、これらの額を総合的に勘案する必要があるが、契約上の条件又は使用目的が変更されることに伴い賃料を改定する場合には、これに加え、条件変更承諾料又は増改築承諾料の額も総合的に勘案する必要がある。\n</border>ホ 契約締結の経緯、賃料改定に係る合意内容等について、争訟等の当事者間において主張が異なる事項が判明している場合には、鑑定評価の条件設定をして鑑定評価を行った場合を除き、当該事項に関する取扱いについて鑑定評価報告書に記載しなければならない。,イとロ,ロとニ,ロとホ,ハとニ,ハとホ,3,,,,,,2025-11-08T00:00:00Z
r03-073,2021,令和,3,combo_iroha,不動産の鑑定評価に関する理論,継続賃料,33,次のイからホまでの記述のうち、継続中の建物及びその敷地の賃貸借等の契約に基づく実際支払賃料を改定する場合に、総合的に勘案する事項として誤っているものをすべて掲げた組合せはどれか。\n</border>イ 土地及び建物価格の推移\n</border>ロ 隣接宅地の権利の態様\n</border>ハ 建物及びその敷地に対する利回りの推移\n</border>ニ 価格時点における新規賃料と限定賃料の乖離の程度\n</border>ホ 契約の内容及びそれに関する経緯並びに賃料改定の経緯,イとロ,イとハ,ロとニ,ハとホ,ニとホ,3,,,,,,2025-11-08T00:00:00Z
r03-074,2021,令和,3,combo_iroha,不動産の鑑定評価に関する理論,証券化対象不動産の、鑑定評価の基本的姿勢及び処理計画の策定,34,証券化対象不動産の、鑑定評価の基本的姿勢及び処理計画の策定に関する次のイからホまでの記述のうち、誤っているものをすべて掲げた組合せはどれか。なお下記において不動産鑑定評価基準各論第３ 章については、「各論第３ 章」という。\n</border>イ 不動産特定共同事業法に規定する不動産特定共同事業契約に係る不動産取引を目的とする証券化対象不動産は、各論第３ 章の定めに従って鑑定評価を行わなければならない。\n</border>ロ 証券化対象不動産以外の不動産の鑑定評価を行う場合にあっても、投資用の賃貸大型不動産の場合その他の投資家及び購入者等の保護の観点から必要と認められる場合には、各論第３ 章の定めに準じて、鑑定評価を行うよう努めなければならない。\n</border>ハ 証券化対象不動産の処理計画の策定に当たっては、エンジニアリング・レポートの有無を確認すれば足り、それを作成した者からの説明の有無を確認する必要はない。\n</border>ニ 各論第３ 章に従って鑑定評価を行った証券化対象不動産を同一目的で再評価する場合には、直接還元法のみを適用することができる。\n</border>ホ 各論第３ 章に従って鑑定評価を行った証券化対象不動産を同一目的で再評価する場合においても、あらかじめ、依頼者に対し、対象不動産の内覧の実施を含めた実地調査の範囲を確認し、適切かつ合理的な処理計画を策定する。,イとロ,イとハ,ロとホ,ハとニ,ニとホ,4,,,,,,2025-11-08T00:00:00Z
r03-075,2021,令和,3,single_select,不動産の鑑定評価に関する理論,証券化対象不動産の鑑定評価の基本的事項や処理計画,35,証券化対象不動産の鑑定評価の基本的事項や処理計画に関する次の記述のうち、誤っているものはどれか。,証券化対象不動産の未竣工建物等鑑定評価を行う場合、価格時点は、証券化対象不動産の依頼者のみならず広範な投資家等に重大な影響を及ぼすことを考慮し、竣工後の建物等の物的確認が可能となる将来時点である。,証券化対象不動産の未竣工建物等鑑定評価を行う場合、工事完了の実現性に加え、工事の不完全履行等により建物の建築主に生じる損害が各種保険等により回避されることを確認しなければならない。,処理計画の策定に当たっては、建物等に係る設計図書等、請負契約書等及び法令上必要な許認可等の取得に係る確認資料並びにその入手時期を、あらかじめ依頼者に対し確認する。,関係者が多岐にわたり利害関係が複雑であることが多い証券化対象不動産の鑑定評価等、鑑定評価が鑑定評価書の利用者の利益に重大な影響を及ぼす可能性がある場合には、原則として現実の利用状況と異なる対象確定条件等の設定をしてはならない。,未竣工建物等鑑定評価の作業を行っている途中に、設計図書や建築確認の内容が変更され、採用する数量に変更が生じた場合には、その確認を行った年月日、確認を行った不動産鑑定士の氏名、確認の相手方の氏名及び職業、確認の内容等の記録を作成し、鑑定評価報告書の附属資料として添付しなければならない。,1,,,,,,2025-11-08T00:00:00Z
r03-076,2021,令和,3,single_select,不動産の鑑定評価に関する理論,証券化関係者,36,証券化関係者の説明として誤っているものはどれか。不動産市場 投資ビークル 金融・資本市場売買等 融資等,オリジネーターとは、保有する不動産等を証券化の仕組みを利用して譲渡（売却）する者をいう。,投資法人とは、投資信託及び投資法人に関する法律に基づき、資産の運用を目的に投資用不動産を保有する者をいう。,アレンジャーとは、投資法人等からの委託を受けて投資法人の資産運用を行う者をいう。,レンダーとは、投資法人等に返済義務のある融資を行う者をいう。,エクイティ投資家とは、投資法人等に返済義務のない資金の出資を行う者をいう。,3,,,,,,2025-11-08T00:00:00Z
r03-077,2021,令和,3,combo_iroha,不動産の鑑定評価に関する理論,証券化対象不動産の鑑定評価,37,証券化対象不動産の鑑定評価に関する次のイからホまでの記述のうち、誤っているものをすべて掲げた組合せはどれか。\n</border>イ 依頼者からエンジニアリング・レポートの提出がない場合で、不動産鑑定士が鑑定評価に必要となる専門性の高い個別的要因に関する調査を行うことが困難な場合には、原則として調査範囲等条件を付して鑑定評価を行う必要がある。\n</border>ロ 入手したエンジニアリング・レポートについては、鑑定評価への活用に際してその内容を客観的に検討・分析し、その妥当性を主体的に判断する必要があるが、入手したエンジニアリング・レポートの活用の有無に関わらず、当該エンジニアリング・レポートについて鑑定評価を行う上での対応方針を鑑定評価報告書に記載しなければならない。\n</border>ハ 専門性の高い個別的要因について、直近に行った鑑定評価の価格時点と比較して重要な変化があると認められる場合であっても、同一の不動産鑑定士が同一の証券化対象不動産の再評価を行う場合で、依頼者の承諾を得た場合には、内覧の全部又は一部の実施について省略することができる。\n</border>ニ 鑑定評価報告書には、エンジニアリング・レポートの調査が行われた日及び作成された日のほか、エンジニアリング・レポートを入手した日についても記載しなければならない。\n</border>ホ 不動産鑑定評価基準各論第３ 章において、「鑑定評価に必要となる専門性の高い個別的要因に関する調査」として具体的に挙げられている要因は、「公法上及び私法上の規制、制約等（法令遵守状況調査を含む。）」、「修繕計画」、「再調達価格」、「有害な物質（アスベスト等）に係る建物環境」、「土壌汚染」、「地震リスク」、「耐震性」、「地下埋設物」の８ 項目である。,イとハ,イとホ,ロとハ,ロとニ,ニとホ,1,,,,,,2025-11-08T00:00:00Z
r03-078,2021,令和,3,combo_iroha,不動産の鑑定評価に関する理論,証券化対象不動産,38,不動産鑑定評価基準各論第３ 章におけるＤＣＦ法の収益費用項目に係る定義及び説明に関する次のイからホまでの記述のうち、正しいものをすべて掲げた組合せはどれか。\n</border>イ その他収入には、その他看板、アンテナ、自動販売機等の施設設置料、礼金・更新料等の返還を要しない一時金等の収入、預り金的性格を有する保証金等の運用益を計上する必要がある。\n</border>ロ プロパティマネジメントフィーには対象不動産の管理業務に係る経費を計上する必要があるが、証券化対象不動産については信託受益権として取得・保有されることが多いことから、信託報酬が発生している場合には、プロパティマネジメントフィーとして信託報酬を計上する必要がある。\n</border>ハ 修繕費とは、「対象不動産に係る建物、設備等の修理、改良等のために支出した金額のうち当該建物、設備等の通常の維持管理のため、又は一部がき損した建物、設備等につきその原状を回復するために経常的に要する費用」である。\n</border>ニ テナント募集費用等については、新規テナントの募集に際して行われる仲介業務や広告宣伝等に要する費用を計上し、テナントの賃貸借契約の更新や再契約業務に要する費用は、対象不動産の管理業務に係る経費に該当することから、プロパティマネジメントフィーに計上する。\n</border>ホ 損害保険料については、対象不動産及び附属設備に係る火災保険、対象不動産の欠陥や管理上の事故による第三者等の損害を担保する賠償責任保険等の料金を計上する。,イとロ,イとハ,ロとニ,ロとホ,ハとホ,5,,,,,,2025-11-08T00:00:00Z
r03-079,2021,令和,3,calc_numeric,不動産の鑑定評価に関する理論,収益価格,39,"下記の【前提条件】及び【指示事項】に基づいて、直接還元法を適用した場合の収益価格として正しいものはどれか。【前提条件】\n</border>共益費込み貸室賃料収入（満室想定） 140,000,000 円（年額）\n</border>運営費用 26,600,000 円（年額）\n</border>敷金残高 ５５,400,000 円\n</border>建物再調達原価 600,000,000 円\n</border>還元利回り 5.0 ％\n</border>【指示事項】\n</border>① 共益費込み貸室賃料収入以外の収入はないものとする。\n</border>② 空室等損失として共益費込み貸室賃料収入（満室想定）の5.0 ％を計上し、共益費込み貸室賃料収入（満室想定）から空室等損失を控除して運営収益を求めること。\n</border>③ 一時金の運用益として敷金残高に対して年 1.0 ％を計上すること。\n</border>④ 資本的支出として建物再調達原価に対して年 0.7 ％を計上すること。\n</border>⑤ 計算の途中では四捨五入は行わず、最終計算結果に１ 千万円未満の端数が出る場合は、１ 千万円未満を四捨五入して、１ 千万円の位まで求めること。","2,040,000,000 円","2,060,000,000 円","2,140,000,000 円","2,200,000,000 円","2,280,000,000 円",2,,,,,,2025-11-08T00:00:00Z
r03-080,2021,令和,3,calc_numeric,不動産の鑑定評価に関する理論,新規賃料,40,"下記の【前提条件】に基づき、宅地の新規賃料を積算法によって求めた場合、計算結果として正しいものはどれか。【前提条件】\n</border>・月額支払賃料を求める鑑定評価\n</border>・対象不動産の最有効使用を制約する契約条件はなし\n</border>・予定契約の内容\n</border>① 建物所有を目的とする普通借地契約\n</border>② 契約期間：30 年\n</border>③ 権利金：9,000,000 円（返還義務なし）\n</border>・対象不動産の更地価格\n</border>300,000,000 円\n</border>・期待利回り\n</border>3.0 ％\n</border>・必要諸経費等\n</border>公租公課：600,000 円\n</border>・運用利回り\n</border>1.0 ％\n</border>・年賦償還率\n</border>※権利金の運用益及び償却額は年賦償還率を使用して求めるものとする。\n</border>年率 1.0 ％、期間 30 年：0.04","４４0,000 円","670,000 円","770,000 円","800,000 円","830,000 円",3,,,,,,2025-11-08T00:00:00Z
